open_space_id,name,latitude,longitude,category
33917,ROW Reserve Maltarra Street - between Maltarra Street and Maltarra Lane,-37.92993100855176,145.1157602598046,trail
33919,Active Sport Facility - Kingston,-37.92781788639119,145.10345035930428,active_sport
33922,Jacqueline Drive Reserve,-38.01951831810851,145.11439486417103,trail
33923,Pier,-38.01211847902424,145.08355307885634,nature
33924,Ashmore Avenue Reserve,-38.00126688910833,145.08605087814612,trail
33925,Albany Crescent Reserve,-38.02471960613659,145.10639306684442,trail
33926,Regents Park,-38.031765256210456,145.10906352104584,active_sport
33927,Linton Street Reserve,-37.93811317792187,145.04208126258484,park
33930,Clarinda Arts Centre AKA: Melaleuca Community Centre,-37.92767737272683,145.106265194931,park
33931,Erinka Crescent Reserve,-38.072882386461046,145.14779947526458,park
33932,Booker Street Reserve,-37.973349469454355,145.05950700447295,park
33933,Nova Court Reserve,-37.962511338273764,145.07722302933456,trail
33935,16 Augusta Square,-37.95928304121575,145.07906497404738,trail
33936,15 Augusta Square,-37.95828170747843,145.08115278010024,trail
33938,1 Nepean Highway walkway between Hotel and Mordialloc Creek,-38.00966060618805,145.08783254126524,trail
33939,Allnut Reserve Bowman Street Aspendale,-38.01029623876503,145.08707213987316,park
33940,Woodhall Court Reserve,-37.959751928224115,145.07845922512374,trail
33941,Broadchapel Place Reserve,-37.936644175595724,145.10517799714293,park
33946,Enngonia Crescent Reserve,-37.94097532431996,145.11206228905937,park
33947,Warraweena Road Reserve,-37.94129084754789,145.11300985687433,park
33948,35 Merrigum Crescent,-37.93954527834323,145.10450374403734,trail
33949,"Farm Road Reserve - AKA: Former Freeway Reservation - Frontage to Centre Dandenong Road, Brampton Street",-37.96428263863153,145.07671471856818,trail
33952,Kingston Heath Reserve,-37.9670434050739,145.09092307110595,active_sport
33953,Leonard Close Reserve,-37.94089160645581,145.10467944496912,trail
33955,Dalbeattie Drive Reserve,-37.93691782016621,145.10002651077957,trail
33957,Pietro Road Reserve,-37.962256438491984,145.09195834753285,nature
